FISCAL_YEAR,ATS SYSTEM CODE,LOCATION_CODE,LOCATION_NAME,BEDS NUMBER,MANAGED_BY_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_TEXT,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,STATE_CODE,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,PRINCIPAL_TITLE,PRINCIPAL_PHONE_NUMBER,FAX_NUMBER,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,COMMUNITY_SCHOOL_SUP_NAME,FIELD_SUPPORT_CENTER_NAME,FIELD_SUPPORT_CENTER_LEADER_NAME,SCHOOL_SUPPORT_TEAM_NAME,SCHOOL_SUPPORT_TEAM_LEADER_NAME,HIGHSCHOOL_NETWORK_LOCATION_CODE,HIGHSCHOOL_NETWORK_NAME,HIGHSCHOOL_NETWORK_SUPERINTENDENT,Location 1
2013,21K225      ,K225,P.S. K225 - The Eileen E. Zaglin,332100010225,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1928 12:00:00 AM,Open,K225,1075 OCEAN VIEW AVENUE,NY,996512,150684,313,48,61004,3087120056,BK19,Brighton Beach                                                             ,JOSEPH MONTEBELLO,PRINCIPAL,718-743-9793,718-743-7096,21,NULL,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1075 OCEAN VIEW AVENUE
BROOKLYN, NY 11235
(40.58026, -73.955856)"
2013,21K226      ,K226,P.S. 226 Alfred De B.Mason,332100010226,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1930 12:00:00 AM,Open,K226,6006 23 AVENUE,NY,990608,163486,312,44,44600,3065490024,BK88,Borough Park                                                               ,SHERRY TANNENBAUM,PRINCIPAL,718-234-4940,718-234-4945,21,NULL,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6006 23 AVENUE
BROOKLYN, NY 11204
(40.615405, -73.977099)"
2013,21K228      ,K228,I.S. 228 David A. Boody,332100010228,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1930 12:00:00 AM,Open,K228,228 AVENUE S,NY,990692,158114,311,47,41000,3070840001,BK29,Bensonhurst East                                                           ,DOMINICK D'ANGELO,PRINCIPAL,718-375-7635,718-376-1209,21,NULL,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"228 AVENUE S
BROOKLYN, NY 11223
(40.60066, -73.976801)"
2013,21K238      ,K238,P.S. 238 Anne Sullivan,332100010238,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1931 12:00:00 AM,Open,K238,1633 EAST  8 STREET,NY,994083,161081,315,44,42000,3066400013,BK25,Homecrest                                                                  ,Harla Joy Musoff-Weiss,PRINCIPAL,718-339-4355,718-998-4351,21,NULL,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1633 EAST 8 STREET
BROOKLYN, NY 11223
(40.608801, -73.964586)"
2013,21K239      ,K239,Mark Twain I.S. 239 for the Gifted & Talented,332100010239,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1937 12:00:00 AM,Open,K239,2401 NEPTUNE AVENUE,NY,986348,150091,313,47,33000,3069650140,BK21,Seagate-Coney Island                                                       ,"DITOLLA, KAREN",PRINCIPAL,718-266-0814,718-266-1693,21,NULL,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2401 NEPTUNE AVENUE
BROOKLYN, NY 11224
(40.57864, -73.992447)"
2013,21K253      ,K253,P.S. 253,332100010253,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1938 12:00:00 AM,Open,K253,601 OCEANVIEW AVENUE,NY,994816,150675,313,48,36400,3086660610,BK19,Brighton Beach                                                             ,Lisa Speroni,PRINCIPAL,718-332-3331,718-743-7194,21,NULL,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"601 OCEANVIEW AVENUE
BROOKLYN, NY 11235
(40.580237, -73.961962)"
2013,21K281      ,K281,I.S. 281 Joseph B Cavallaro,332100010281,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1966 12:00:00 AM,Open,K281,8787 24 AVENUE,NY,986037,155923,311,47,30400,3068910001,BK29,Bensonhurst East                                                           ,Maria Bender,I.A. PRINCIPAL,718-996-6706,718-996-4186,21,NULL,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8787 24 AVENUE
BROOKLYN, NY 11214
(40.594648, -73.993565)"
2013,21K288      ,K288,P.S. 288 The Shirley Tanyhill,332100010288,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1962 12:00:00 AM,Open,K288,2950 WEST  25 STREET,NY,986363,148411,313,47,34200,3070540045,BK21,Seagate-Coney Island                                                       ,Joelene-Lynette Kinard,PRINCIPAL,718-449-8000,718-449-7682,21,NULL,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2950 WEST 25 STREET
BROOKLYN, NY 11224
(40.574029, -73.992393)"
2013,21K303      ,K303,I.S. 303 Herbert S. Eisenberg,332100010303,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1965 12:00:00 AM,Open,K303,501 WEST AVENUE,NY,992025,151505,313,47,35400,3072500025,BK23,West Brighton                                                              ,CARMEN AMADOR,PRINCIPAL,718-996-0100,718-996-3785,21,NULL,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"501 WEST AVENUE
BROOKLYN, NY 11224
(40.582518, -73.972009)"
2013,21K329      ,K329,P.S. 329 Surfside,332100010329,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1974 12:00:00 AM,Open,K329,2929 WEST  30 STREET,NY,985425,148643,313,47,34200,3070510001,BK21,Seagate-Coney Island                                                       ,SALEMA MARBURY,PRINCIPAL,718-996-3800,718-265-1525,21,NULL,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2929 WEST 30 STREET
BROOKLYN, NY 11224
(40.574666, -73.99577)"
2013,21K337      ,K337,International High School at Lafayette,332100011337,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",07/01/2005 12:00:00 AM,Open,K400,2630 BENSON AVENUE,NY,988051,155333,313,47,30600,3068830001,BK26,Gravesend                                                                  ,Jon Harriman,PRINCIPAL,718-333-7860,718-333-7861,21,NULL,COMMUNITY SCHOOL DISTRICT 21,NULL,NULL,NULL,NULL,NULL,HS04,HS Network 04,"HOROWITZ, AIMEE","2630 BENSON AVENUE
BROOKLYN, NY 11214
(40.593028, -73.986313)"
2013,21K344      ,K344,Rachel Carson High School for Coastal Studies,332100011344,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/2005 12:00:00 AM,Open,K303,521 WEST AVENUE,NY,992025,151505,313,47,35400,3072500025,BK23,West Brighton                                                              ,EDWARD WILENSKY,PRINCIPAL,718-265-0329,718-372-2514,21,NULL,COMMUNITY SCHOOL DISTRICT 21,NULL,NULL,NULL,NULL,NULL,HS04,HS Network 04,"HOROWITZ, AIMEE","521 WEST AVENUE
BROOKLYN, NY 11224
(40.582518, -73.972009)"
2013,21K348      ,K348,High School of Sports Management,332100011348,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/2005 12:00:00 AM,Open,K400,2630 BENSON AVENUE,NY,988051,155333,313,47,30600,3068830001,BK26,Gravesend                                                                  ,ROBIN PITTS,PRINCIPAL,718-333-7650,718-333-7675,21,NULL,COMMUNITY SCHOOL DISTRICT 21,NULL,NULL,NULL,NULL,NULL,HS04,HS Network 04,"HOROWITZ, AIMEE","2630 BENSON AVENUE
BROOKLYN, NY 11214
(40.593028, -73.986313)"
2013,21K410      ,K410,Abraham Lincoln High School,332100011410,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/1930 12:00:00 AM,Open,K410,2800 OCEAN PARKWAY,NY,992935,151545,313,47,35400,3072540001,BK23,West Brighton                                                              ,Ari Hoogenboom,PRINCIPAL,718-333-7400,718-946-5035,21,NULL,COMMUNITY SCHOOL DISTRICT 21,NULL,NULL,NULL,NULL,NULL,HS04,HS Network 04,"HOROWITZ, AIMEE","2800 OCEAN PARKWAY
BROOKLYN, NY 11235
(40.582627, -73.968733)"
2013,21K468      ,K468,Kingsborough Early College School,332100011468,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2006 12:00:00 AM,Open,K400,2630 BENSON AVENUE,NY,988051,155333,313,47,30600,3068830001,BK26,Gravesend                                                                  ,CONNIE HAMILTON,PRINCIPAL,718-333-7850,718-333-7875,21,NULL,COMMUNITY SCHOOL DISTRICT 21,NULL,NULL,NULL,NULL,NULL,HS04,HS Network 04,"HOROWITZ, AIMEE","2630 BENSON AVENUE
BROOKLYN, NY 11214
(40.593028, -73.986313)"
2013,21K525      ,K525,Edward R. Murrow High School,332100011525,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/1974 12:00:00 AM,Open,K525,1600 AVENUE L,NY,995593,165042,314,44,76800,3067340109,BK43,Midwood                                                                    ,Allen Barge,PRINCIPAL,718-258-9283,718-252-2611,21,NULL,COMMUNITY SCHOOL DISTRICT 21,NULL,NULL,NULL,NULL,NULL,HS04,HS Network 04,"HOROWITZ, AIMEE","1600 AVENUE L
BROOKLYN, NY 11230
(40.619671, -73.959141)"
2013,21K540      ,K540,John Dewey High School,332100011540,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/1969 12:00:00 AM,Open,K540,50 AVENUE X,NY,989270,153527,313,47,30800,3071850020,BK26,Gravesend                                                                  ,Kathleen Elvin,PRINCIPAL,718-373-6400,718-266-4385,21,NULL,COMMUNITY SCHOOL DISTRICT 21,NULL,NULL,NULL,NULL,NULL,HS04,HS Network 04,"HOROWITZ, AIMEE","50 AVENUE X
BROOKLYN, NY 11223
(40.58807, -73.981925)"
2013,21K559      ,K559,Life Academy High School for Film and Music,332100011559,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/2007 12:00:00 AM,Open,K400,2630 BENSON AVENUE,NY,988051,155333,313,47,30600,3068830001,BK26,Gravesend                                                                  ,Lisa Ferraiola,PRINCIPAL,718-333-7750,718-333-7775,21,NULL,COMMUNITY SCHOOL DISTRICT 21,NULL,NULL,NULL,NULL,NULL,HS04,HS Network 04,"HOROWITZ, AIMEE","2630 BENSON AVENUE
BROOKLYN, NY 11214
(40.593028, -73.986313)"
2013,21K572      ,K572,Expeditionary Learning School for Community Leader,332100011572,DOE,General Academic,High school,"09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2007 12:00:00 AM,Open,K400,2630 BENSON AVENUE,NY,988051,155333,313,47,30600,3068830001,BK26,Gravesend                                                                  ,David Ohara,PRINCIPAL,718-333-7700,718-333-7725,21,NULL,COMMUNITY SCHOOL DISTRICT 21,NULL,NULL,NULL,NULL,NULL,HS04,HS Network 04,"HOROWITZ, AIMEE","2630 BENSON AVENUE
BROOKLYN, NY 11214
(40.593028, -73.986313)"
2013,21K620      ,K620,William E. Grady Career and Technical Education Hi,332100011620,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",07/01/1957 12:00:00 AM,Open,K620,25 BRIGHTON  4TH ROAD,NY,994315,151777,313,48,36600,3072610201,BK19,Brighton Beach                                                             ,Geraldine Maione,PRINCIPAL,718-332-5000,718-332-2544,21,NULL,COMMUNITY SCHOOL DISTRICT 21,NULL,NULL,NULL,NULL,NULL,HS04,HS Network 04,"HOROWITZ, AIMEE","25 BRIGHTON 4TH ROAD
BROOKLYN, NY 11235
(40.583263, -73.963764)"
2013,21K690      ,K690,Brooklyn Studio Secondary School,332100011690,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/1999 12:00:00 AM,Open,K721,8310 21ST AVENUE,NY,985615,159687,311,47,28800,3063290032,BK28,Bensonhurst West                                                           ,Andrea Ciliotta,PRINCIPAL,718-266-5032,718-266-5093,21,NULL,COMMUNITY SCHOOL DISTRICT 21,NULL,NULL,NULL,NULL,NULL,HS04,HS Network 04,"HOROWITZ, AIMEE","8310 21ST AVENUE
BROOKLYN, NY 11214
(40.60498, -73.995084)"
2013,21K728      ,K728,Liberation Diploma Plus,332100011728,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",07/01/2007 12:00:00 AM,Open,K728,2865 WEST 19TH STREET,NY,988302,149485,313,47,32600,3070200039,BK21,Seagate-Coney Island                                                       ,APRIL LEONG,PRINCIPAL,718-946-6812,718-946-6825,21,NULL,COMMUNITY SCHOOL DISTRICT 21,NULL,NULL,NULL,NULL,NULL,HS04,HS Network 04,"HOROWITZ, AIMEE","2865 WEST 19TH STREET
BROOKLYN, NY 11224
(40.576976, -73.985413)"
2013,22K014      ,K014,J.H.S. 014 Shell Bank,332200010014,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1952 12:00:00 AM,Open,K014,2424 BATCHELDER STREET,NY,1001439,155413,315,48,59600,3074240001,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,ANNE TULLY,PRINCIPAL,718-743-0220,718-769-8632,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2424 BATCHELDER STREET
BROOKLYN, NY 11235
(40.593232, -73.938107)"
2013,22K052      ,K052,P.S. 052 Sheepshead Bay,332200010052,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1950 12:00:00 AM,Open,K052,2675 EAST  29 STREET,NY,1000877,153642,315,48,60000,3074740001,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,Doreen Duff,I.A. PRINCIPAL,718-648-0882,718-648-4636,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2675 EAST 29 STREET
BROOKLYN, NY 11235
(40.588372, -73.940135)"
2013,22K078      ,K078,J.H.S. 078 Roy H. Mann,332200010078,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1964 12:00:00 AM,Open,K078,1420 EAST  68 STREET,NY,1008426,165367,318,46,69602,3083880002,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin                             ,Anthony Cusumano,I.A. PRINCIPAL,718-763-4701,718-251-3439,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1420 EAST 68 STREET
BROOKLYN, NY 11234
(40.620537, -73.912914)"
2013,22K109      ,K109,P.S. 109,332200010109,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",09/08/1995 12:00:00 AM,Open,K395,1001 EAST  45 STREET,NY,1002818,170938,317,45,83600,3050220002,BK91,East Flatbush-Farragut                                                     ,Dwight Chase,PRINCIPAL,718-693-3426,718-693-3072,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1001 EAST 45 STREET
BROOKLYN, NY 11203
(40.635842, -73.933099)"
2013,22K119      ,K119,P.S. 119 Amersfort,332200010119,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1904 12:00:00 AM,Open,K119,3829 AVENUE K,NY,1001257,167365,318,45,73400,3077860001,BK58,Flatlands                                                                  ,LISA FERNANDEZ,PRINCIPAL,718-377-7696,718-338-0694,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3829 AVENUE K
BROOKLYN, NY 11210
(40.626038, -73.938733)"
2013,22K134      ,K134,P.S. K134,332200010134,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1999 12:00:00 AM,Open,K849,4001 18 AVENUE,NY,991694,169585,314,44,48000,3054160048,BK42,Flatbush                                                                   ,DEBRA RAMSARAN,PRINCIPAL,718-436-7200,718-854-4115,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4001 18 AVENUE
BROOKLYN, NY 11218
(40.632145, -73.97318)"
2013,22K139      ,K139,P.S. 139 Alexine A. Fenty,332200010139,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1902 12:00:00 AM,Open,K139,330 RUGBY ROAD,NY,993724,172936,314,40,152200,3051440064,BK42,Flatbush                                                                   ,MARY MCDONALD,PRINCIPAL,718-282-5254,718-940-1205,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"330 RUGBY ROAD
BROOKLYN, NY 11226
(40.64134, -73.965862)"
2013,22K152      ,K152,School of Science & Technology,332200010152,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1907 12:00:00 AM,Open,K152,725 EAST  23 STREET,NY,996943,169760,314,45,77200,3075510026,BK42,Flatbush                                                                   ,Carol Sheldrick,I.A. PRINCIPAL,718-434-5222,718-859-5965,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"725 EAST 23 STREET
BROOKLYN, NY 11210
(40.632619, -73.954269)"
2013,22K193      ,K193,P.S. 193 Gil Hodges,332200010193,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1924 12:00:00 AM,Open,K193,2515 AVENUE L,NY,998041,165921,314,45,75400,3076250001,BK43,Midwood                                                                    ,Frank A. Cimino,PRINCIPAL,718-338-9011,718-338-9074,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2515 AVENUE L
BROOKLYN, NY 11210
(40.62208, -73.950321)"
2013,22K194      ,K194,P.S. 194 Raoul Wallenberg,332200010194,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1929 12:00:00 AM,Open,K194,3117 AVENUE W,NY,1002533,157176,315,46,57000,3073930001,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,Mary Zissler-Lynch,PRINCIPAL,718-648-8804,718-934-0244,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3117 AVENUE W
BROOKLYN, NY 11229
(40.598069, -73.934163)"
2013,22K195      ,K195,P.S. 195 Manhattan Beach,332200010195,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1949 12:00:00 AM,Open,K195,131 IRWIN STREET,NY,999945,150650,315,48,62000,3087520035,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,BERNADETTE TOOMEY,PRINCIPAL,718-648-9102,718-934-0625,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"131 IRWIN STREET
BROOKLYN, NY 11235
(40.580161, -73.943498)"
2013,22K197      ,K197,P.S. 197 - The Kings Highway Academy,332200010197,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1925 12:00:00 AM,Open,K197,1599 EAST  22 STREET,NY,997744,162372,314,48,54600,3067690018,BK43,Midwood                                                                    ,Rosemarie Barbiere Nicoletti,PRINCIPAL,718-377-7890,718-377-7505,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1599 EAST 22 STREET
BROOKLYN, NY 11210
(40.612339, -73.951398)"
2013,22K198      ,K198,P.S. 198 Brooklyn,332200010198,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1931 12:00:00 AM,Open,K198,4105 FARRAGUT ROAD,NY,1001712,171578,317,45,83600,3049880066,BK91,East Flatbush-Farragut                                                     ,Shantel Browne,I.A. PRINCIPAL,718-282-4920,718-940-0821,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4105 FARRAGUT ROAD
BROOKLYN, NY 11210
(40.637601, -73.937083)"
2013,22K203      ,K203,P.S. 203 The School for Future Leaders,332200010203,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1927 12:00:00 AM,Open,K203,5101 AVENUE M,NY,1004867,165936,318,46,68000,3078490001,BK58,Flatlands                                                                  ,LISA ESPOSITO,PRINCIPAL,718-241-8488,718-209-9641,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5101 AVENUE M
BROOKLYN, NY 11234
(40.622108, -73.925732)"
2013,22K206      ,K206,P.S. 206 Joseph F Lamb,332200010206,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1925 12:00:00 AM,Open,K206,2200 GRAVESEND NECK ROAD,NY,998565,156739,315,48,59401,3073810201,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,DEIRDRE KEYES,PRINCIPAL,718-743-5598,718-332-4986,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2200 GRAVESEND NECK ROAD
BROOKLYN, NY 11229
(40.596876, -73.948453)"
2013,22K207      ,K207,P.S. 207 Elizabeth G. Leary,332200010207,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1926 12:00:00 AM,Open,K207,4011 FILLMORE AVENUE,NY,1003550,162974,318,46,65200,3084840001,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin                             ,MARY BOSCO,PRINCIPAL,718-645-8667,718-645-8139,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4011 FILLMORE AVENUE
BROOKLYN, NY 11234
(40.613981, -73.930485)"
2013,22K217      ,K217,P.S. 217 Colonel David Marcus School,332200010217,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1925 12:00:00 AM,Open,K217,1100 NEWKIRK AVENUE,NY,993564,170073,314,40,52600,3052320001,BK42,Flatbush                                                                   ,FRANCA CONTI,PRINCIPAL,718-434-6960,718-434-8170,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1100 NEWKIRK AVENUE
BROOKLYN, NY 11230
(40.633482, -73.966442)"
2013,22K222      ,K222,P.S. 222 Katherine R. Snyder,332200010222,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1929 12:00:00 AM,Open,K222,3301 QUENTIN ROAD,NY,1001129,162981,318,46,64600,3077060001,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin                             ,Theresa Olivieri,PRINCIPAL,718-998-4298,718-339-2107,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3301 QUENTIN ROAD
BROOKLYN, NY 11234
(40.614005, -73.939205)"
2013,22K234      ,K234,J.H.S. 234 Arthur W. Cunningham,332200010234,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1937 12:00:00 AM,Open,K234,1875 EAST  17 STREET,NY,996685,159496,315,48,55800,3068210244,BK44,Madison                                                                    ,SUSAN SCHAEFFER,PRINCIPAL,718-645-1334,718-645-7759,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1875 EAST 17 STREET
BROOKLYN, NY 11229
(40.604447, -73.955217)"
2013,22K236      ,K236,P.S. 236 Mill Basin,332200010236,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1933 12:00:00 AM,Open,K236,6302 AVENUE U,NY,1008680,163530,318,46,69800,3084640001,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin                             ,Mary Theresa Nelson,PRINCIPAL,718-444-6969,718-241-6630,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"6302 AVENUE U
BROOKLYN, NY 11234
(40.615494, -73.912005)"
2013,22K240      ,K240,Andries Hudde,332200010240,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1951 12:00:00 AM,Open,K240,2500 NOSTRAND AVENUE,NY,999008,166544,314,45,74800,3076290030,BK43,Midwood                                                                    ,Elena S. O'Sullivan,PRINCIPAL,718-253-3700,718-253-0356,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2500 NOSTRAND AVENUE
BROOKLYN, NY 11210
(40.623788, -73.946836)"
2013,22K245      ,K245,P.S. 245,332200010245,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1999 12:00:00 AM,Open,K735,249 EAST 17TH STREET,NY,994589,174243,314,40,51200,3051210032,BK42,Flatbush                                                                   ,Pat Kannengieser,PRINCIPAL,718-284-2330,718-284-2333,22,NULL,COMMUNITY SCHOOL DISTRICT 22,"FARKAS, RHONDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"249 EAST 17TH STREET
BROOKLYN, NY 11226
(40.644927, -73.962743)"
